0 0.0 0.0 0.0 0.42 0.0126828 0.0 0.000926 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 {} {'explored_rooms_count': 0, 'episodic_explored_rooms_count': 0, 'episodic_explored_area': 0.0} 
913664 123.75781 0.0 0.0 0.86 0.0012085 0.0007384 0.0401455 0.007371 -0.0107697 0.0362422 0.6749037 1.4112535 30.8531375 0.0022468 0.8251704 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00564} 
913792 123.76562 0.0 0.0 0.84 0.0013119 0.0008441 0.0407595 0.0074452 -0.012852 0.0335141 0.6749978 1.408226 29.5586755 0.0023864 0.8324811 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00564} 
913920 123.78125 0.0 0.0 0.95 0.0012383 0.0008375 0.0405395 0.0082603 -0.0112326 0.0331393 0.6763911 1.4057123 30.1426969 0.0023427 0.8388388 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00565} 
914048 123.78906 0.0 0.0 0.91 0.0012175 0.0007613 0.0405732 0.0070428 -0.0119831 0.0334599 0.6750199 1.4122906 29.4945833 0.0022773 0.8387988 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00565} 
914176 123.78906 0.0 0.0 0.9 0.0011689 0.0007413 0.039563 0.0059109 -0.0173167 0.031435 0.6742553 1.4088714 30.0133146 0.0021542 0.8312936 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00565} 
914304 123.78906 0.0 0.0 0.93 0.0011659 0.0007937 0.0398177 0.0059069 -0.017212 0.0340452 0.6753669 1.3968065 30.6803335 0.0022176 0.8315657 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00565} 
914432 123.79688 0.0 0.0 0.85 0.0012265 0.000816 0.0396823 0.0066931 -0.0126208 0.029549 0.6720613 1.4044603 30.2761962 0.002354 0.8327538 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00564} 
914560 123.8125 0.0 0.0 0.79 0.0012043 0.0007524 0.0400805 0.0069334 -0.010792 0.0336599 0.6759461 1.407409 30.6439692 0.0022599 0.8322318 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00565} 
914688 123.82031 0.0 0.0 0.89 0.0011892 0.0007245 0.0411862 0.0075285 -0.0106456 0.0339122 0.6759701 1.4021231 31.357091 0.002226 0.8268435 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00565} 
914816 123.82812 0.0 0.0 0.83 0.0012325 0.0008183 0.0405266 0.007005 -0.0141635 0.0309888 0.67156 1.4008311 29.2139154 0.0022395 0.8391499 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00565} 
914944 123.83594 0.0 0.0 0.84 0.0011986 0.0008134 0.039968 0.0070356 -0.0119527 0.0329461 0.674324 1.4036467 28.9977708 0.0022543 0.8442378 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00565} 
915072 123.86719 0.0 0.0 0.79 0.0011689 0.0007579 0.040759 0.0101031 -0.0089665 0.0354489 0.6730765 1.4061829 30.029298 0.0022337 0.8334696 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00565} 
915200 123.86719 0.0 0.0 0.93 0.0012377 0.0008083 0.0402553 0.0065554 -0.0149539 0.0283362 0.675634 1.4065737 30.5870856 0.0023249 0.8277419 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00565} 
915328 123.86719 0.0 0.0 0.74 0.0012361 0.0008263 0.039638 0.0061939 -0.0164797 0.032776 0.6725668 1.3966478 29.7930232 0.0022322 0.8380418 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00565} 
915456 123.88281 0.0 0.0 0.99 0.0011849 0.0007301 0.0403626 0.0080921 -0.0115302 0.0332929 0.6783985 1.4002089 29.6284015 0.0021887 0.8324485 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00565} 
915584 123.89844 0.0 0.0 0.96 0.0011686 0.0007806 0.0398489 0.00822 -0.0119757 0.0330229 0.6735853 1.4071124 30.0835249 0.0022715 0.8371729 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00564} 
915712 123.90625 0.0 0.0 0.92 0.0012009 0.0008199 0.0400811 0.0068154 -0.011675 0.032154 0.6707425 1.404464 30.3367761 0.0022518 0.8328841 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00564} 
915840 123.92969 0.0 0.0 0.93 0.0011726 0.0007402 0.0403502 0.0076099 -0.0093158 0.0364392 0.674374 1.3962596 29.0217291 0.0022292 0.842576 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00565} 
915968 123.92969 0.0 0.0 0.94 0.0011697 0.0007622 0.0404573 0.0059793 -0.016765 0.0287531 0.6801139 1.4083161 29.7052127 0.0021718 0.8359614 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00565} 
916096 123.94531 0.0 0.0 0.91 0.0011783 0.0008184 0.0402754 0.0079602 -0.0097848 0.0327253 0.6753307 1.4017372 30.2476869 0.0022187 0.8347581 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00566} 
916224 123.96094 0.0 0.0 0.89 0.0011878 0.000739 0.0403014 0.0084284 -0.0104516 0.0308295 0.6701222 1.40892 31.0762027 0.0022473 0.8299898 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00566} 
916352 123.98438 0.0 0.0 0.86 0.0011608 0.0007453 0.0403643 0.0079191 -0.0095221 0.0350459 0.6762299 1.3945711 29.8682234 0.0021965 0.8351695 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00566} 
916480 124.01562 0.0 0.0 0.72 0.0011899 0.0008007 0.0403967 0.0083357 -0.0079423 0.0399916 0.6714719 1.3988408 30.1078621 0.0022836 0.8326377 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00565} 
916608 124.03906 0.0 0.0 0.9 0.0012446 0.0007631 0.0411955 0.0089803 -0.0094934 0.0334976 0.675757 1.4088183 28.4435868 0.0021896 0.8430661 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00565} 
916736 124.05469 0.0 0.0 0.8 0.001175 0.000752 0.0406329 0.0075632 -0.008837 0.03504 0.6728862 1.4046469 28.5278851 0.0022351 0.8401036 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00563} 
916864 124.07031 0.0 0.0 0.94 0.001217 0.0007869 0.0406191 0.0072445 -0.0099902 0.0356168 0.676094 1.4172428 29.67829 0.002275 0.8349896 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00563} 
916992 124.07812 0.0 0.0 0.9 0.0011765 0.0007557 0.0392606 0.0078872 -0.0144074 0.0295427 0.6685766 1.4119303 29.3296483 0.0022552 0.8349996 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00563} 
917120 124.08594 0.0 0.0 0.79 0.001136 0.0006942 0.040105 0.0065686 -0.0130661 0.0291725 0.6710284 1.4004407 28.486983 0.0021878 0.8480608 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00559} 
917248 124.11719 0.0 0.0 1.0 0.0011725 0.0007894 0.0406881 0.0097278 -0.0077824 0.0381244 0.6759884 1.4062155 29.3653846 0.0022914 0.8357759 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00557} 
917376 124.11719 0.0 0.0 0.81 0.0011866 0.0007202 0.0400828 0.0064172 -0.0148629 0.031703 0.6735991 1.4024436 28.8297947 0.0022226 0.8383469 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00557} 
917504 124.125 0.0 0.0 0.93 0.0012055 0.0007466 0.0395421 0.0062434 -0.0121052 0.0309454 0.6780552 1.3996279 29.7231677 0.0021633 0.8330937 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00556} 
917632 124.13281 0.0 0.0 0.81 0.0012005 0.0007552 0.0402076 0.0071068 -0.0099268 0.0321749 0.6726021 1.3959007 29.994584 0.002236 0.8324826 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00556} 
917760 124.14844 0.0 0.0 0.82 0.0012449 0.0008458 0.040732 0.0085589 -0.0118174 0.0318772 0.6708835 1.4014401 29.3957054 0.0022651 0.8404906 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00558} 
917888 124.1875 0.0 0.0 0.84 0.001233 0.0007496 0.0415445 0.0110532 -0.0081968 0.0367762 0.6733538 1.4063587 29.6929473 0.0022352 0.8307057 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00554} 
918016 124.1875 0.0 0.0 0.82 0.0012034 0.0007879 0.0405605 0.0065242 -0.0158394 0.0303095 0.6753022 1.4014543 29.0554629 0.0023139 0.8363508 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00554} 
918144 124.19531 0.0 0.0 0.68 0.001182 0.0007205 0.0404525 0.0063589 -0.0133737 0.032402 0.6732029 1.4013216 29.1193525 0.00224 0.8385011 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00554} 
918272 124.21875 0.0 0.0 0.77 0.0012227 0.0007905 0.0412716 0.0084273 -0.0082246 0.0358644 0.6759006 1.402895 29.4132541 0.0022402 0.84064 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00551} 
918400 124.21875 0.0 0.0 0.87 0.0012086 0.0007236 0.0405153 0.0057987 -0.0166446 0.0312214 0.6725579 1.4097076 28.8490117 0.0022139 0.8378651 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00551} 
918528 124.22656 0.0 0.0 0.8 0.0011322 0.0006859 0.0402494 0.0068872 -0.0126139 0.0301092 0.6713659 1.3945518 28.958748 0.0021649 0.8402059 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00552} 
918656 124.23438 0.0 0.0 0.83 0.0012515 0.0008061 0.0405212 0.0072595 -0.0117625 0.0326242 0.6745262 1.4025644 29.2734134 0.0021979 0.8396615 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00554} 
918784 124.25 0.0 0.0 0.78 0.0012361 0.0008455 0.0404631 0.0083372 -0.0096124 0.0369713 0.6763114 1.4057156 29.622509 0.0022416 0.8366413 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00554} 
918912 124.26562 0.0 0.0 0.8 0.0012071 0.0008345 0.0406245 0.0075602 -0.0091263 0.0359223 0.6736444 1.4106509 29.7733463 0.0022212 0.8323412 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00554} 
919040 124.26562 0.0 0.0 0.87 0.0011772 0.0007631 0.040126 0.0060162 -0.0168277 0.0305727 0.6747673 1.3993484 28.7331277 0.0021585 0.8371633 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00554} 
919168 124.28125 0.0 0.0 0.91 0.0012017 0.0007741 0.0403687 0.0077905 -0.0101446 0.0325772 0.6743494 1.4004439 29.8092796 0.0023092 0.8368953 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00556} 
919296 124.28906 0.0 0.0 0.91 0.0012377 0.000846 0.0399647 0.0071251 -0.0119611 0.0327578 0.6751059 1.4024135 28.176734 0.0022842 0.8399682 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00555} 
919424 124.28906 0.0 0.0 0.8 0.0012424 0.0007871 0.0390229 0.0060812 -0.0177541 0.0327892 0.6721715 1.4169352 29.3340242 0.0022964 0.8361861 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00555} 
919552 124.32031 0.0 0.0 0.75 0.0012489 0.0008052 0.0403924 0.0093513 -0.0085807 0.0397814 0.6749817 1.4003482 29.0721155 0.0022885 0.8399027 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00553} 
919680 124.32031 0.0 0.0 0.89 0.0012648 0.0008514 0.0403717 0.006843 -0.0146998 0.0305197 0.6766067 1.4056463 30.1111169 0.0023357 0.8264069 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00553} 
919808 124.32812 0.0 0.0 0.88 0.0012316 0.0008192 0.0406249 0.0069734 -0.0122009 0.0328553 0.6707445 1.3962985 30.386239 0.0023252 0.8337543 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00552} 
919936 124.33594 0.0 0.0 0.71 0.001285 0.0007958 0.0409243 0.006755 -0.0155068 0.0311386 0.6727488 1.4014011 29.9422609 0.0022903 0.8366007 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00552} 
920064 124.34375 0.0 0.0 0.83 0.001234 0.0008658 0.040257 0.0075172 -0.0136852 0.0276426 0.6741547 1.4088925 29.7880132 0.0023104 0.8361994 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00552} 
920192 124.35156 0.0 0.0 0.73 0.0011993 0.0007737 0.0397392 0.0066347 -0.012361 0.0321398 0.6794098 1.3945071 29.5690189 0.0023198 0.8392684 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0055} 
920320 124.35938 0.0 0.0 0.72 0.0012463 0.0008312 0.0403326 0.0067103 -0.0117421 0.0322177 0.6767348 1.413455 31.4628098 0.0023001 0.8224604 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00548} 
920448 124.35938 0.0 0.0 0.85 0.0011878 0.0007864 0.0404187 0.0064476 -0.0157978 0.0317678 0.6740479 1.3960769 30.7532513 0.002225 0.8250275 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00548} 
920576 124.375 0.0 0.0 0.8 0.0011831 0.0007443 0.0405469 0.0065112 -0.0100652 0.0355559 0.6745266 1.3953623 30.6564636 0.0021856 0.8305161 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00549} 
920704 124.39844 0.0 0.0 0.87 0.0011529 0.0006982 0.040165 0.00792 -0.0104359 0.0355856 0.675677 1.404606 29.9366158 0.0022781 0.8373921 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0055} 
920832 124.39844 0.0 0.0 0.79 0.0011772 0.000712 0.0395368 0.006169 -0.016397 0.0317268 0.6745733 1.3980401 29.5873893 0.0022492 0.8401443 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0055} 
920960 124.41406 0.0 0.0 0.71 0.0013359 0.0008734 0.0412553 0.0078508 -0.0106858 0.0367061 0.6742013 1.3995313 30.2553345 0.0022437 0.8321889 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0055} 
921088 124.41406 0.0 0.0 0.79 0.0012681 0.0009189 0.0401251 0.0068968 -0.0147947 0.031227 0.6742237 1.4113332 29.4163438 0.002364 0.8437666 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0055} 
921216 124.42969 0.0 0.0 0.9 0.0013327 0.0010079 0.0404229 0.0071891 -0.0129402 0.0329782 0.6725196 1.4007795 31.0964203 0.0023247 0.8299237 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00552} 
921344 124.4375 0.0 0.0 0.82 0.001255 0.0008608 0.0403706 0.0074112 -0.0096485 0.0342839 0.6708869 1.403085 31.5392913 0.0023258 0.827344 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00553} 
921472 124.44531 0.0 0.0 0.94 0.0013091 0.0009115 0.0399142 0.0067606 -0.0145894 0.0300876 0.672295 1.4057758 31.1799394 0.0024134 0.8312449 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00554} 
921600 124.45312 0.0 0.0 0.88 0.0012232 0.0008072 0.0403142 0.0069303 -0.0124923 0.0310088 0.6773499 1.4009327 30.3966106 0.0023359 0.8327579 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00554} 
921728 124.46875 0.0 0.0 0.85 0.0012852 0.0008473 0.0408816 0.0088605 -0.0107907 0.0287373 0.6724769 1.4085063 30.7347341 0.0023018 0.8257968 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00556} 
921856 124.47656 0.0 0.0 0.98 0.0011944 0.0007604 0.0400617 0.0072138 -0.0127889 0.0311395 0.6711333 1.412976 30.8240227 0.0022721 0.8272874 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00556} 
921984 124.48438 0.0 0.0 0.86 0.0012143 0.0007643 0.0404256 0.0069874 -0.012551 0.0306506 0.6763167 1.4040826 30.1949702 0.0022614 0.8330955 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00555} 
922112 124.5 0.0 0.0 0.83 0.0012191 0.0008069 0.0405917 0.0075418 -0.0111612 0.0334295 0.6732674 1.4159959 30.5813949 0.002311 0.8276735 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00551} 
922240 124.50781 0.0 0.0 0.88 0.001233 0.0008417 0.0412752 0.0068824 -0.0128738 0.0309907 0.6747341 1.4029011 30.5291635 0.0022612 0.8316228 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00551} 
922368 124.51562 0.0 0.0 0.88 0.0012406 0.0008008 0.0408026 0.0065461 -0.0138928 0.0312529 0.6728558 1.4139542 30.0541311 0.0023011 0.8362399 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00552} 
922496 124.52344 0.0 0.0 0.73 0.0012989 0.000897 0.04067 0.0078416 -0.0109953 0.0324138 0.6731041 1.4081628 30.3738886 0.0023345 0.8333897 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00549} 
922624 124.53906 0.0 0.0 0.81 0.0012516 0.0008414 0.0404827 0.0072237 -0.010582 0.0359165 0.6743474 1.3983048 29.9085028 0.0023078 0.839925 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0055} 
922752 124.54688 0.0 0.0 0.97 0.0012221 0.0008583 0.0396983 0.0077021 -0.0132027 0.0329916 0.674503 1.4065487 30.4634028 0.0023294 0.8368963 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00551} 
922880 124.54688 0.0 0.0 0.79 0.0012189 0.0007797 0.0401573 0.0062691 -0.0169422 0.0311848 0.6733581 1.4006467 30.3141135 0.0022489 0.836216 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00551} 
923008 124.57031 0.0 0.0 0.75 0.0011723 0.0007607 0.0399005 0.0084413 -0.008558 0.0343014 0.6758048 1.4103172 31.1875636 0.002329 0.8258861 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00554} 
923136 124.60938 0.0 0.0 0.72 0.0012864 0.0009196 0.0408411 0.0090705 -0.0070631 0.0318567 0.6762025 1.4042583 30.6582262 0.0023063 0.8302002 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00562} 
923264 124.63281 0.0 0.0 0.78 0.0011885 0.000802 0.0406597 0.0097005 -0.0091506 0.0356082 0.6742551 1.4004456 29.5155806 0.002202 0.8367474 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00563} 
923392 124.64062 0.0 0.0 0.79 0.0012306 0.0008432 0.0404601 0.0072392 -0.0118087 0.0357842 0.6760027 1.4071709 29.8077482 0.0023295 0.8344791 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00562} 
923520 124.65625 0.0 0.0 0.83 0.0012247 0.0008912 0.0403089 0.0082777 -0.0091394 0.0330884 0.670641 1.4120812 28.6985768 0.0022652 0.8439859 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00561} 
923648 124.66406 0.0 0.0 0.8 0.0011555 0.0007367 0.0403418 0.0069093 -0.0122296 0.0343211 0.6787744 1.4035421 29.265058 0.0021771 0.8357389 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00561} 
923776 124.67188 0.0 0.0 0.74 0.00109 0.0006929 0.0397524 0.0059221 -0.0156341 0.0300525 0.6758657 1.4021067 28.56263 0.0021203 0.8420914 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00563} 
923904 124.6875 0.0 0.0 0.74 0.0011408 0.000749 0.0400975 0.0080776 -0.0084004 0.0322144 0.6769488 1.4078969 29.7082532 0.0021869 0.8341538 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00565} 
924032 124.6875 0.0 0.0 0.85 0.001176 0.0007333 0.0404166 0.0059834 -0.0171689 0.0314448 0.6764851 1.3966506 30.174396 0.0021852 0.8335831 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00565} 
924160 124.6875 0.0 0.0 0.91 0.0011365 0.0006854 0.0403528 0.0058201 -0.0171199 0.0284124 0.6766424 1.4014202 29.0951132 0.0021221 0.8384523 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00565} 
924288 124.70312 0.0 0.0 0.92 0.0011953 0.0006964 0.0403452 0.00724 -0.0106953 0.0330556 0.6743396 1.4018667 29.1114412 0.002142 0.8381115 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00565} 
924416 124.72656 0.0 0.0 0.89 0.0011813 0.0007401 0.0402811 0.0084609 -0.0116347 0.034007 0.6703581 1.4058609 29.6862364 0.0022131 0.8315712 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00567} 
924544 124.73438 0.0 0.0 0.87 0.0011636 0.0007556 0.0402084 0.0073265 -0.0116916 0.0323339 0.6756862 1.4062142 29.1754396 0.0022052 0.8412911 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00568} 
924672 124.74219 0.0 0.0 0.77 0.0012579 0.0008048 0.0409995 0.0078468 -0.0112644 0.0307392 0.6737399 1.4113692 29.6947207 0.0022024 0.8360369 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00568} 
924800 124.75 0.0 0.0 0.73 0.0012169 0.0007998 0.0405687 0.0081241 -0.0095874 0.0326821 0.6750526 1.4060388 28.1405558 0.0022425 0.8493267 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00569} 
924928 124.75781 0.0 0.0 0.78 0.0012509 0.0008788 0.0404735 0.0065027 -0.0138239 0.0288052 0.6736097 1.405124 29.933126 0.0022337 0.8326104 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0057} 
925056 124.76562 0.0 0.0 0.73 0.0012631 0.0008082 0.0406623 0.0073644 -0.0138442 0.0302615 0.6716024 1.4118429 30.5868934 0.0022492 0.8294759 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0057} 
925184 124.76562 0.0 0.0 0.7 0.0012675 0.0008456 0.0402555 0.0063249 -0.0169302 0.0340841 0.675969 1.4127306 29.868508 0.0023259 0.8337616 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0057} 
925312 124.78125 0.0 0.0 0.65 0.0012221 0.000831 0.0401602 0.0080759 -0.0093654 0.0341503 0.6762797 1.3987128 30.3478503 0.0022792 0.8322818 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0057} 
925440 124.80469 0.0 0.0 0.87 0.0012875 0.000801 0.0408029 0.0086735 -0.0099382 0.0357162 0.6754737 1.3920039 30.8817016 0.002213 0.8251305 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0057} 
925568 124.82812 0.0 0.0 0.66 0.0011553 0.0007395 0.0402791 0.0086889 -0.0097765 0.0350972 0.67564 1.4049017 30.2096986 0.0022226 0.8344528 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00569} 
925696 124.84375 0.0 0.0 0.93 0.0012319 0.0008533 0.0404425 0.0087144 -0.0104497 0.0320506 0.6761626 1.4020544 30.1290826 0.0022093 0.830659 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0057} 
925824 124.85938 0.0 0.0 0.65 0.0011967 0.0007549 0.0404061 0.0085097 -0.0107068 0.0303073 0.6754904 1.4108051 29.2057145 0.0022284 0.8401463 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00571} 
925952 124.86719 0.0 0.0 0.86 0.0011674 0.0007316 0.0406785 0.0072881 -0.011281 0.0301591 0.6761501 1.3972458 28.8746391 0.0021134 0.8402096 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00573} 
926080 124.875 0.0 0.0 0.72 0.0011582 0.0007566 0.0408609 0.0062896 -0.0124918 0.0313931 0.6706074 1.4006288 30.0358896 0.0021428 0.8333211 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00573} 
926208 124.88281 0.0 0.0 0.78 0.0012039 0.0008621 0.0403718 0.0066244 -0.0135915 0.0327616 0.6770242 1.3935928 28.3479404 0.0021356 0.845796 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00573} 
926336 124.89062 0.0 0.0 0.79 0.0011617 0.0007866 0.0404866 0.0062692 -0.0111221 0.0312265 0.6741532 1.4052695 29.3217811 0.0021994 0.8377109 {} {'explored_rooms_count': 50, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.0057} 
