0 0.0 0.0 0.0 0.38 0.0176548 0.0 7.65e-05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 {} {'explored_rooms_count': 0, 'episodic_explored_rooms_count': 0, 'episodic_explored_area': 0.0} 
762112 665.85938 0.0 0.0 2.27 0.0068835 0.0041495 0.0040325 0.010732 -0.0080484 0.003683 0.6753142 1.1848735 21.0169101 0.0120803 0.843576 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00839} 
762240 665.94531 0.0 0.0 2.64 0.0065119 0.0039431 0.003645 0.0094514 -0.008737 0.0030649 0.676059 1.18167 20.476529 0.0112864 0.8521597 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00821} 
762368 666.03125 0.0 0.0 2.57 0.0062262 0.0034527 0.0040009 0.0102252 -0.0081642 0.0029519 0.6766832 1.1812724 20.3890437 0.0113146 0.8507749 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 1, 'episodic_explored_area': 0.00816} 
762496 666.10156 0.0 0.0 2.47 0.006208 0.0035556 0.0033364 0.0084224 -0.0074014 0.0026812 0.6743338 1.1730205 20.9456952 0.011301 0.8478008 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 33, 'episodic_explored_area': 0.00823} 
762624 666.14062 0.0 0.0 2.15 0.006586 0.0035412 0.0030935 0.0068255 -0.0090271 0.0025916 0.6741982 1.1781391 21.5356151 0.0126072 0.8419634 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 33, 'episodic_explored_area': 0.00818} 
762752 666.1875 0.0 0.0 1.78 0.0072927 0.0040539 0.0030836 0.0064399 -0.0082225 0.0024462 0.6777017 1.1857713 23.5561497 0.012909 0.830331 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 33, 'episodic_explored_area': 0.00813} 
762880 666.29688 0.0 0.0 2.54 0.0070907 0.0040088 0.0041068 0.0117848 -0.0082586 0.0032336 0.6775478 1.1875259 23.3585788 0.0142512 0.8316272 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 33, 'episodic_explored_area': 0.00835} 
763008 666.39844 0.0 0.0 2.33 0.0079493 0.0043886 0.0046568 0.0123182 -0.0090018 0.003136 0.6753885 1.1813801 21.8565521 0.0140178 0.8419932 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 33, 'episodic_explored_area': 0.00825} 
763136 666.49219 0.0 0.0 2.79 0.0078789 0.0046332 0.00434 0.0107346 -0.0073051 0.0034068 0.6738209 1.1798789 20.2263556 0.0136758 0.8617784 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 33, 'episodic_explored_area': 0.00828} 
763264 666.58594 0.0 0.0 2.08 0.0075905 0.0045425 0.0046731 0.0113844 -0.0082059 0.0032883 0.6775701 1.1732609 20.8012332 0.0138899 0.854388 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 33, 'episodic_explored_area': 0.00844} 
763392 666.67188 0.0 0.0 2.46 0.0073405 0.004227 0.0045427 0.0113725 -0.0069965 0.0032906 0.6732303 1.1739189 19.4954776 0.0135887 0.8666151 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 33, 'episodic_explored_area': 0.00838} 
763520 666.75 0.0 0.0 2.54 0.0077286 0.0047122 0.0042031 0.0087805 -0.0085368 0.0031802 0.6782813 1.1685217 19.947823 0.0126992 0.8620401 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.00832} 
763648 666.89062 0.0 0.0 2.48 0.0071465 0.0052821 0.0051239 0.0131877 -0.0086906 0.0044369 0.6789502 1.1744433 19.1552267 0.0123661 0.8676824 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.00867} 
763776 666.99219 0.0 0.0 3.0 0.0071064 0.0056343 0.0044551 0.0095889 -0.0066862 0.003708 0.6749547 1.1676743 17.6546046 0.0120917 0.8852334 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.00858} 
763904 667.08594 0.0 0.0 2.58 0.0070123 0.0059398 0.0043693 0.0105938 -0.0075972 0.0039085 0.6724925 1.1732252 18.4322939 0.0120092 0.8749481 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.0085} 
764032 667.19531 0.0 0.0 2.96 0.0066127 0.0045991 0.0048788 0.0123195 -0.0063978 0.0038233 0.675917 1.1668404 17.3663893 0.0124574 0.8771562 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.00857} 
764160 667.30469 0.0 0.0 2.67 0.0066187 0.0043152 0.0048945 0.011743 -0.0081996 0.0034682 0.6702188 1.1705807 16.8490033 0.0123964 0.885102 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.00815} 
764288 667.45312 0.0 0.0 2.49 0.0070281 0.0043215 0.004626 0.0114097 -0.0061211 0.0039501 0.6749018 1.1912477 17.2985542 0.0131791 0.8846195 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.00787} 
764416 667.59375 0.0 0.0 2.19 0.0075244 0.0049037 0.0051053 0.0132961 -0.0054291 0.0043721 0.6747525 1.1824315 17.607173 0.0125911 0.8821316 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 28, 'episodic_explored_area': 0.00755} 
764544 667.69531 0.0 0.0 2.45 0.0072331 0.0051534 0.0044507 0.0115654 -0.0067551 0.0036938 0.6756379 1.1759638 16.0661302 0.0123215 0.8961391 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 38, 'episodic_explored_area': 0.00756} 
764672 667.82031 0.0 0.0 3.0 0.0066577 0.0042481 0.0046606 0.011288 -0.0081905 0.0036353 0.6784995 1.1785828 15.1891858 0.0117447 0.9043731 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 38, 'episodic_explored_area': 0.00755} 
764800 667.90625 0.0 0.0 3.02 0.0062769 0.0039431 0.0039297 0.0078639 -0.0086116 0.0029592 0.6770775 1.1786117 14.5191883 0.0116072 0.9041331 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 38, 'episodic_explored_area': 0.00739} 
764928 667.96875 0.0 0.0 2.49 0.0065544 0.003897 0.0039186 0.0082231 -0.008176 0.0029038 0.6761135 1.1762519 15.9426745 0.0128668 0.8913279 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00745} 
765056 668.03125 0.0 0.0 2.68 0.0073336 0.0041726 0.0041182 0.0090439 -0.0073512 0.0029917 0.6777128 1.1884402 15.8053647 0.0137637 0.882882 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00732} 
765184 668.17969 0.0 0.0 2.82 0.0072702 0.0043347 0.0047952 0.0112712 -0.0076197 0.003619 0.6757827 1.1864031 15.4880837 0.013023 0.8832902 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00763} 
765312 668.25781 0.0 0.0 2.55 0.0072303 0.0043163 0.0042305 0.0079432 -0.0069484 0.0031884 0.6747625 1.1813566 15.7164094 0.0123338 0.8819683 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00757} 
765440 668.33594 0.0 0.0 2.58 0.0070798 0.0045205 0.0041379 0.0095276 -0.0072327 0.0031479 0.6756908 1.1954245 16.0366989 0.0129248 0.8897579 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00766} 
765568 668.44531 0.0 0.0 2.77 0.0079271 0.0049595 0.0045591 0.0111149 -0.0071923 0.0033573 0.6771971 1.1889747 14.8751809 0.0132188 0.8954313 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00775} 
765696 668.50781 0.0 0.0 2.64 0.0070542 0.0044197 0.0038775 0.0088587 -0.0077913 0.0028404 0.6768534 1.1810131 15.287117 0.0125992 0.8922581 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 36, 'episodic_explored_area': 0.00762} 
765824 668.5625 0.0 0.0 2.34 0.0067466 0.0036772 0.0037197 0.007907 -0.0084438 0.0027062 0.674016 1.1964977 15.1539942 0.0127959 0.8956826 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00737} 
765952 668.71875 0.0 0.0 2.58 0.0064687 0.0035876 0.0045958 0.0105954 -0.0063531 0.0034592 0.6765934 1.2005419 15.7504439 0.0119699 0.8905037 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00727} 
766080 668.82031 0.0 0.0 2.56 0.0065029 0.0044138 0.004469 0.0102185 -0.0069775 0.0030771 0.6747924 1.2044401 15.2415154 0.0113478 0.8921109 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00736} 
766208 668.91406 0.0 0.0 2.48 0.0060671 0.0036313 0.0043454 0.0104031 -0.005571 0.0030549 0.6732849 1.1982285 15.3862896 0.0105338 0.8966081 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00739} 
766336 669.01562 0.0 0.0 2.69 0.005862 0.0034729 0.0042264 0.0103749 -0.0055916 0.0030452 0.6729529 1.1986693 15.7166773 0.0102985 0.8930737 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 34, 'episodic_explored_area': 0.00724} 
766464 669.08594 0.0 0.0 2.14 0.0060204 0.0034586 0.0036151 0.0089272 -0.0058373 0.0025707 0.6699978 1.1971806 15.4411927 0.0107085 0.8892085 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 34, 'episodic_explored_area': 0.00711} 
766592 669.14844 0.0 0.0 2.62 0.005931 0.0032282 0.0033633 0.0078738 -0.0060224 0.0023886 0.6713503 1.1860304 14.9350269 0.0116031 0.9057723 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 34, 'episodic_explored_area': 0.00699} 
766720 669.21094 0.0 0.0 3.09 0.0071226 0.0046187 0.003766 0.0090195 -0.006386 0.0025643 0.6724693 1.1871614 15.4826546 0.0120313 0.8988826 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 34, 'episodic_explored_area': 0.00693} 
766848 669.29688 0.0 0.0 2.45 0.0070783 0.0045466 0.0039529 0.0089446 -0.0080599 0.0029942 0.6722662 1.1846189 16.9095264 0.0119308 0.8868678 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 34, 'episodic_explored_area': 0.00685} 
766976 669.40625 0.0 0.0 2.13 0.0063372 0.0038696 0.0041819 0.0110581 -0.0069195 0.0031659 0.6717686 1.1953681 16.8606139 0.0117567 0.8837574 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 34, 'episodic_explored_area': 0.00704} 
767104 669.5 0.0 0.0 2.56 0.0067334 0.0045256 0.0038658 0.0105038 -0.0068772 0.0029641 0.6701495 1.1931917 16.7038939 0.0117173 0.8802204 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 34, 'episodic_explored_area': 0.00697} 
767232 669.58594 0.0 0.0 2.76 0.0067667 0.0042509 0.0037371 0.0087909 -0.0076821 0.0027776 0.6735628 1.1908239 15.4172308 0.0115959 0.9002034 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 34, 'episodic_explored_area': 0.00692} 
767360 669.72656 0.0 0.0 2.49 0.0063522 0.0043432 0.0040774 0.0117248 -0.0064981 0.0033362 0.6705401 1.1918348 15.361023 0.0118981 0.9003862 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 34, 'episodic_explored_area': 0.00664} 
767488 669.82812 0.0 0.0 2.22 0.0067923 0.0043539 0.0038386 0.0100351 -0.0070827 0.0031049 0.6711154 1.1935624 15.5772723 0.0118196 0.8985664 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 34, 'episodic_explored_area': 0.00656} 
767616 669.91406 0.0 0.0 2.19 0.0064421 0.0039177 0.0040397 0.0103281 -0.007217 0.002913 0.6706465 1.1952815 17.092928 0.011651 0.8805956 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 34, 'episodic_explored_area': 0.00663} 
767744 670.00781 0.0 0.0 2.39 0.0067396 0.0044333 0.0039111 0.0107657 -0.0079458 0.0030756 0.6712126 1.1906756 16.4575913 0.0113795 0.8878484 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 34, 'episodic_explored_area': 0.00661} 
767872 670.07031 0.0 0.0 2.48 0.0064347 0.0042241 0.0033871 0.0079312 -0.0084304 0.002652 0.6698036 1.1838851 16.8691153 0.0118505 0.8833169 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 34, 'episodic_explored_area': 0.00666} 
768000 670.19531 0.0 0.0 2.24 0.0067452 0.0041567 0.004485 0.0115305 -0.0084668 0.0032236 0.6724588 1.1866229 16.8052696 0.0120825 0.8827205 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 34, 'episodic_explored_area': 0.00691} 
768128 670.30469 0.0 0.0 2.71 0.0067728 0.0042287 0.0044936 0.0113803 -0.0082533 0.0033941 0.6725598 1.1844372 15.5615506 0.0117402 0.8967945 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00694} 
768256 670.40625 0.0 0.0 2.52 0.006351 0.0039087 0.0044537 0.0117024 -0.0075585 0.0031864 0.6762059 1.1879282 15.9869374 0.0118178 0.8893947 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00695} 
768384 670.42969 0.0 0.0 3.11 0.0067943 0.0038949 0.0031741 0.0043874 -0.0087705 0.0024314 0.6723456 1.1838077 15.8040535 0.0127818 0.8821817 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00694} 
768512 670.53125 0.0 0.0 2.12 0.0078714 0.0042927 0.0040684 0.0105486 -0.007868 0.0034676 0.6785339 1.197871 16.7306689 0.014271 0.8787353 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00704} 
768640 670.57031 0.0 0.0 2.22 0.0080159 0.0041818 0.0032472 0.0056978 -0.0093375 0.003013 0.6796034 1.1956072 17.2306608 0.0139873 0.8724133 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00704} 
768768 670.64844 0.0 0.0 2.67 0.0081041 0.0042833 0.003829 0.0093631 -0.0091403 0.0033736 0.6770302 1.194466 17.5788784 0.0155339 0.8661728 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.0071} 
768896 670.74219 0.0 0.0 2.4 0.0086005 0.0045234 0.0036738 0.0080375 -0.0087376 0.0038225 0.6820438 1.2019468 17.9445949 0.0146135 0.8646137 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00724} 
769024 670.83594 0.0 0.0 2.17 0.008223 0.0045107 0.0041655 0.0110711 -0.0078765 0.0040858 0.6855357 1.2033785 18.432278 0.014778 0.8552885 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00725} 
769152 670.89844 0.0 0.0 2.28 0.0082739 0.0045273 0.0036462 0.0078691 -0.0087838 0.0034604 0.6871715 1.2002628 18.5335354 0.0136033 0.8519241 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00724} 
769280 670.97656 0.0 0.0 2.2 0.0076694 0.0041585 0.0033143 0.0083297 -0.0103348 0.0034315 0.688375 1.2172546 17.5989465 0.0137386 0.8629889 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00731} 
769408 670.99219 0.0 0.0 2.39 0.0077292 0.004134 0.002411 0.0034845 -0.0079952 0.0028797 0.6892083 1.220895 18.5468659 0.0144615 0.854927 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00735} 
769536 671.04688 0.0 0.0 2.57 0.0082198 0.0044699 0.0030338 0.007744 -0.0084282 0.0032325 0.6972289 1.2248491 19.8998341 0.0154409 0.8335392 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00738} 
769664 671.10156 0.0 0.0 2.35 0.0086454 0.0045834 0.0029656 0.007366 -0.0081172 0.0033302 0.6991822 1.2347912 19.356927 0.0166367 0.8510735 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00741} 
769792 671.16406 0.0 0.0 2.46 0.0095769 0.0049944 0.0035534 0.0091853 -0.0080711 0.0036195 0.6969002 1.233478 20.208024 0.0156285 0.8259572 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00741} 
769920 671.20312 0.0 0.0 2.35 0.0085575 0.0044207 0.0029265 0.006515 -0.0070879 0.0033394 0.7003697 1.2320794 20.5274214 0.0146849 0.8287803 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00737} 
770048 671.24219 0.0 0.0 2.56 0.0082792 0.0041542 0.002561 0.005131 -0.0089972 0.0030817 0.7017553 1.2363117 20.8759042 0.015891 0.8241769 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00726} 
770176 671.32812 0.0 0.0 2.31 0.0090225 0.0048139 0.0032125 0.0066853 -0.0091087 0.0037366 0.6944893 1.2367822 21.7096783 0.0162301 0.8189115 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00721} 
770304 671.375 0.0 0.0 2.38 0.009102 0.0050758 0.0033441 0.0072012 -0.0085569 0.0034584 0.6979438 1.2342801 21.3701997 0.015759 0.8248721 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00724} 
770432 671.4375 0.0 0.0 2.64 0.0084561 0.00436 0.0033505 0.0075009 -0.0089983 0.0032503 0.6961692 1.2189508 22.0016468 0.0151694 0.8173839 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00733} 
770560 671.52344 0.0 0.0 2.97 0.0083106 0.0046091 0.0033305 0.0078611 -0.0085541 0.0040794 0.6933058 1.2199491 22.8940761 0.0142346 0.8041966 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00713} 
770688 671.58594 0.0 0.0 2.37 0.0075417 0.0037002 0.0032294 0.0073083 -0.0078596 0.0033316 0.6968436 1.2223196 21.4091512 0.0134598 0.8248098 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00707} 
770816 671.64062 0.0 0.0 2.39 0.0078994 0.0040259 0.0031352 0.0077652 -0.0071508 0.0030337 0.6971979 1.2250414 22.1330854 0.0151407 0.8148837 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 33, 'episodic_explored_area': 0.00695} 
770944 671.72656 0.0 0.0 2.47 0.0082521 0.004517 0.0036005 0.0097956 -0.0083426 0.0040841 0.6919377 1.2330906 23.0524667 0.015552 0.8112481 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 33, 'episodic_explored_area': 0.00689} 
771072 671.8125 0.0 0.0 2.43 0.0083826 0.0043661 0.0040554 0.0118146 -0.0079176 0.0038798 0.6923181 1.2397012 23.7221783 0.0153425 0.7998948 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 33, 'episodic_explored_area': 0.00675} 
771200 671.89844 0.0 0.0 2.31 0.0081186 0.0046906 0.0042591 0.0114866 -0.0072658 0.0037884 0.691991 1.2236107 23.5278053 0.0136745 0.8010059 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 33, 'episodic_explored_area': 0.00671} 
771328 671.99219 0.0 0.0 2.19 0.0072685 0.0046429 0.0036226 0.0083771 -0.0084452 0.0038836 0.6842911 1.2125995 21.8308325 0.0128882 0.8227842 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00668} 
771456 672.0625 0.0 0.0 2.44 0.0074734 0.0046468 0.0037398 0.0099201 -0.008185 0.0033794 0.6847544 1.200914 20.6031349 0.0132679 0.837276 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.0065} 
771584 672.16406 0.0 0.0 3.0 0.0079002 0.0049116 0.004072 0.0115167 -0.0089457 0.0039353 0.6800819 1.2045005 19.8525824 0.0136093 0.8461992 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00647} 
771712 672.25781 0.0 0.0 2.29 0.0077321 0.0051504 0.0041451 0.0103928 -0.0068158 0.0033934 0.6792143 1.1966804 19.651905 0.0135717 0.8490745 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00655} 
771840 672.32812 0.0 0.0 2.33 0.0078525 0.0053623 0.0038182 0.0082558 -0.0087113 0.0035538 0.6735672 1.1800976 20.2563972 0.01359 0.8428567 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.0064} 
771968 672.42188 0.0 0.0 2.47 0.007646 0.0046862 0.0041166 0.0102249 -0.0086418 0.0038839 0.6728532 1.1757817 18.0226222 0.0146181 0.8680967 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00641} 
772096 672.5 0.0 0.0 2.72 0.008349 0.0048258 0.004295 0.0105309 -0.0079342 0.0040117 0.6772742 1.1928918 17.4530393 0.015061 0.8742004 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00642} 
772224 672.57031 0.0 0.0 2.58 0.0083648 0.0048671 0.0041061 0.0093311 -0.0093196 0.0036828 0.6758876 1.1881969 17.1674756 0.0148012 0.8746255 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00658} 
772352 672.60938 0.0 0.0 2.15 0.0087275 0.005239 0.0037752 0.0077462 -0.0102749 0.0035395 0.6783041 1.1923663 18.2525324 0.0159984 0.8558389 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00662} 
772480 672.6875 0.0 0.0 2.35 0.0098321 0.0068421 0.0040451 0.0084253 -0.010057 0.0043133 0.6748774 1.1768174 19.3811603 0.0160122 0.8469922 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00671} 
772608 672.74219 0.0 0.0 2.2 0.0085666 0.0055615 0.003552 0.0062017 -0.0101592 0.0042852 0.6683572 1.1625522 18.5664857 0.0149543 0.8530636 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00679} 
772736 672.85156 0.0 0.0 2.46 0.0083781 0.0047803 0.0054167 0.014058 -0.0087558 0.0050402 0.6704587 1.1585554 18.5235407 0.0140774 0.8540082 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00686} 
772864 672.89062 0.0 0.0 2.73 0.0078531 0.0042475 0.0036823 0.007613 -0.0088188 0.0035467 0.6736317 1.1511376 17.154254 0.0138432 0.8665588 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00689} 
772992 673.0 0.0 0.0 2.53 0.0077306 0.0043702 0.004531 0.0120949 -0.0075713 0.0050338 0.6708935 1.1564622 17.1363096 0.0141912 0.8763361 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00694} 
773120 673.11719 0.0 0.0 2.54 0.0074377 0.0042439 0.0046174 0.0121565 -0.007936 0.0047852 0.6709496 1.1551126 16.7931368 0.0133144 0.8762159 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00679} 
773248 673.17188 0.0 0.0 2.62 0.007747 0.0043376 0.0037191 0.0077869 -0.0082468 0.0041146 0.671994 1.1535056 16.6745071 0.0135309 0.8752356 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00669} 
773376 673.24219 0.0 0.0 2.21 0.0075218 0.0041494 0.0037309 0.0081163 -0.0088081 0.0036012 0.6707384 1.1536661 16.8421162 0.0136882 0.8748898 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00681} 
773504 673.32812 0.0 0.0 1.89 0.0076013 0.0043722 0.0040298 0.0101129 -0.0078603 0.0038844 0.6715009 1.1466255 18.2769406 0.0128192 0.8635719 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00672} 
773632 673.36719 0.0 0.0 2.32 0.0076015 0.0040897 0.0033703 0.0073796 -0.0094827 0.003409 0.6713038 1.1549235 19.2377691 0.0128785 0.8543429 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00675} 
773760 673.46094 0.0 0.0 2.29 0.0076303 0.0041966 0.004097 0.0113871 -0.0087074 0.0040704 0.6718709 1.1595412 19.1625779 0.0138279 0.8562602 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00682} 
773888 673.52344 0.0 0.0 2.37 0.0078676 0.0039808 0.0038831 0.0098528 -0.0087839 0.0032926 0.6676345 1.1523341 18.5967765 0.0141838 0.8619256 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 26, 'episodic_explored_area': 0.00678} 
774016 673.63281 0.0 0.0 2.27 0.0082473 0.0048994 0.0043717 0.0118225 -0.0078206 0.0042478 0.6712987 1.155955 18.3043301 0.0140857 0.8647269 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00691} 
774144 673.69531 0.0 0.0 2.28 0.0078209 0.0044566 0.0036734 0.0084444 -0.0084333 0.0033139 0.670427 1.1577643 16.3232676 0.0137971 0.883707 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00693} 
774272 673.76562 0.0 0.0 2.21 0.0080284 0.0043151 0.0033248 0.006456 -0.0080502 0.0034955 0.6706619 1.1613426 15.8097242 0.0144601 0.8914176 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00693} 
774400 673.82812 0.0 0.0 2.03 0.0082713 0.0048532 0.0034856 0.007378 -0.0081142 0.003173 0.6730911 1.1570017 16.0676643 0.0148402 0.8873411 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.0069} 
774528 673.91406 0.0 0.0 2.83 0.0087536 0.0052971 0.0042008 0.0104925 -0.007382 0.0041703 0.6733534 1.1520369 17.7256558 0.0145694 0.8727509 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00679} 
774656 674.02344 0.0 0.0 2.27 0.0073912 0.0041089 0.0044236 0.0118837 -0.0083999 0.0037328 0.6803631 1.1572778 17.8043661 0.0134451 0.8742498 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 40, 'episodic_explored_area': 0.00666} 
