0 0.0 0.0 0.0 0.39 0.0153794 0.0 7.6e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 {} {'explored_rooms_count': 0, 'episodic_explored_rooms_count': 0, 'episodic_explored_area': 0.0} 
952960 705.49219 0.0 0.0 0.39 0.0041088 0.0031005 0.0002259 0.0011791 -0.0051048 0.0009196 0.6743932 1.1365356 17.0538458 0.0069768 0.9162499 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 33, 'episodic_explored_area': 0.0043} 
953088 705.54688 0.0 0.0 0.45 0.0039922 0.0024978 0.0002276 0.0010716 -0.0045336 0.000724 0.6709036 1.1381963 17.3979395 0.0064875 0.9193252 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 33, 'episodic_explored_area': 0.00427} 
953216 705.64844 0.0 0.0 0.48 0.0037335 0.0024442 0.0003002 0.0014655 -0.0051476 0.0007823 0.6695603 1.1452479 17.0744764 0.0061832 0.9145763 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 33, 'episodic_explored_area': 0.00426} 
953344 705.71875 0.0 0.0 0.44 0.0034715 0.0020712 0.0002715 0.0012595 -0.0069877 0.0007063 0.6687932 1.1521072 16.5868916 0.0056714 0.9217684 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 32, 'episodic_explored_area': 0.00429} 
953472 705.79688 0.0 0.0 0.44 0.0033424 0.0022376 0.0002141 0.0009069 -0.0062636 0.0006732 0.667126 1.1515953 16.376129 0.0059314 0.9181677 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 32, 'episodic_explored_area': 0.00431} 
953600 705.95312 0.0 0.0 0.45 0.0033809 0.0021611 0.0004314 0.0018474 -0.0060809 0.0008224 0.674196 1.1482316 15.983033 0.0058338 0.9207301 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 5, 'episodic_explored_area': 0.00423} 
953728 706.0 0.0 0.0 0.46 0.0039421 0.0035766 0.0002157 0.0009261 -0.0040565 0.0007383 0.672511 1.1322107 15.1625594 0.0063001 0.9202678 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00422} 
953856 706.09375 0.0 0.0 0.45 0.0037207 0.0026074 0.0003151 0.001468 -0.0051076 0.0007541 0.6697041 1.1192014 14.8753998 0.0065545 0.930575 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00413} 
953984 706.13281 0.0 0.0 0.47 0.0037294 0.0021812 0.0001849 0.0008161 -0.0055169 0.0005136 0.6681036 1.1309916 15.3386538 0.006662 0.9264091 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00411} 
954112 706.17188 0.0 0.0 0.51 0.0039825 0.0022474 0.0002041 0.0009884 -0.0064576 0.0005334 0.669163 1.1292147 16.0084485 0.0077298 0.9163008 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00414} 
954240 706.24219 0.0 0.0 0.51 0.0045225 0.0026601 0.000318 0.0014354 -0.0053554 0.0006366 0.6662332 1.1296955 16.9024687 0.0078134 0.909327 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00417} 
954368 706.32031 0.0 0.0 0.58 0.0044371 0.0027287 0.0002947 0.0013721 -0.0061527 0.0007256 0.6716773 1.1221112 16.2593087 0.0079766 0.9135182 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00405} 
954496 706.40625 0.0 0.0 0.5 0.0049153 0.0035647 0.0002975 0.0015012 -0.0048954 0.0008419 0.6703685 1.1233352 15.0646973 0.007886 0.9289473 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00411} 
954624 706.48438 0.0 0.0 0.48 0.0048308 0.0033917 0.0003074 0.0015442 -0.0066453 0.0008484 0.6694399 1.1159073 15.4292569 0.0077152 0.9267605 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00415} 
954752 706.57031 0.0 0.0 0.49 0.0046651 0.0040156 0.0003042 0.0013522 -0.0058554 0.0010401 0.6698528 1.1202227 15.8501878 0.0072326 0.9247358 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00416} 
954880 706.64844 0.0 0.0 0.44 0.004534 0.0036193 0.0002721 0.0012371 -0.004409 0.0009002 0.6683689 1.121762 15.5789779 0.0071806 0.9243527 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00416} 
955008 706.76562 0.0 0.0 0.44 0.0046537 0.0042177 0.0003808 0.0016818 -0.005071 0.0011466 0.668637 1.1279832 15.76012 0.0074785 0.9146202 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00426} 
955136 706.85938 0.0 0.0 0.42 0.0044826 0.0032561 0.0003452 0.0016787 -0.0057301 0.0009546 0.6702593 1.1218171 15.4200918 0.0075137 0.9158993 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 14, 'episodic_explored_area': 0.00416} 
955264 706.95312 0.0 0.0 0.38 0.0045769 0.0032658 0.0002931 0.0013926 -0.0059061 0.0008931 0.6694259 1.1267408 15.3834649 0.0077326 0.9134273 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00413} 
955392 707.00781 0.0 0.0 0.51 0.004655 0.0032421 0.0002444 0.0011954 -0.0056289 0.0008704 0.6664455 1.1288885 15.7930221 0.0078073 0.9064542 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00413} 
955520 707.09375 0.0 0.0 0.5 0.0046674 0.0031537 0.0003413 0.0016245 -0.0056131 0.0009989 0.6693801 1.1319799 15.5420702 0.007537 0.9088545 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00424} 
955648 707.16406 0.0 0.0 0.5 0.004151 0.0025096 0.0002488 0.0012064 -0.0065197 0.0007774 0.6672244 1.1338497 15.5434888 0.0069013 0.9152548 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00435} 
955776 707.23438 0.0 0.0 0.48 0.0039521 0.0024065 0.0002215 0.001082 -0.0051624 0.0007302 0.6670842 1.1361485 14.5241833 0.0068329 0.927671 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00425} 
955904 707.28906 0.0 0.0 0.56 0.0041179 0.0029298 0.0002279 0.0011743 -0.0050231 0.0007356 0.6699174 1.1257914 14.1111841 0.007408 0.9267806 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00416} 
956032 707.35156 0.0 0.0 0.51 0.0041466 0.002689 0.0002278 0.0012198 -0.0040151 0.0006705 0.6700711 1.1195677 15.3269107 0.0074797 0.9150502 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00415} 
956160 707.40625 0.0 0.0 0.43 0.0041963 0.0026539 0.000241 0.0012403 -0.0050595 0.0006391 0.6705027 1.1264132 14.8818669 0.006644 0.9141523 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00415} 
956288 707.48438 0.0 0.0 0.5 0.0040134 0.0026457 0.0002357 0.0011663 -0.0050205 0.0006963 0.6672931 1.1293214 14.8218076 0.0064571 0.915649 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00415} 
956416 707.51562 0.0 0.0 0.48 0.0038885 0.0025954 0.0001775 0.0008029 -0.0049213 0.000569 0.670753 1.1266819 15.055209 0.0067332 0.9126325 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00416} 
956544 707.60156 0.0 0.0 0.48 0.0039407 0.002498 0.0002799 0.0014887 -0.0041977 0.0007358 0.6692835 1.1293065 15.743353 0.0068495 0.9068962 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 15, 'episodic_explored_area': 0.00419} 
956672 707.71094 0.0 0.0 0.44 0.0040025 0.0029709 0.0003663 0.0018159 -0.0048146 0.0008111 0.668948 1.1325996 15.1679065 0.0064714 0.9110803 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 21, 'episodic_explored_area': 0.00416} 
956800 707.78125 0.0 0.0 0.5 0.0038145 0.002513 0.0002878 0.0014971 -0.0058753 0.000708 0.6676227 1.1248258 15.0294977 0.0059682 0.9041385 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 21, 'episodic_explored_area': 0.00421} 
956928 707.82812 0.0 0.0 0.49 0.0034342 0.0019727 0.0001891 0.0009854 -0.0052912 0.0005347 0.6699337 1.1082775 14.2354193 0.0061408 0.9185869 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 21, 'episodic_explored_area': 0.00427} 
957056 707.89844 0.0 0.0 0.44 0.0036486 0.0021066 0.0002982 0.0015946 -0.0059401 0.0006226 0.667878 1.1071543 15.1318542 0.0067953 0.9070386 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 21, 'episodic_explored_area': 0.00421} 
957184 707.99219 0.0 0.0 0.33 0.0038276 0.0023989 0.0003468 0.0016661 -0.0054496 0.0006421 0.6660714 1.1221394 15.7577903 0.0074577 0.9035475 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 21, 'episodic_explored_area': 0.0042} 
957312 708.04688 0.0 0.0 0.5 0.0047291 0.0033496 0.0002296 0.0011182 -0.0043262 0.0007427 0.6701795 1.1175344 15.7699449 0.0080743 0.9039372 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00411} 
957440 708.10938 0.0 0.0 0.47 0.0048805 0.0033325 0.0002649 0.0012515 -0.0050409 0.0007673 0.6689306 1.1088235 16.1372483 0.0083827 0.9004252 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00399} 
957568 708.16406 0.0 0.0 0.47 0.0046182 0.0027389 0.0002043 0.0008711 -0.0049636 0.0006264 0.6682357 1.1206655 15.9227432 0.0081266 0.9104118 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00399} 
957696 708.25 0.0 0.0 0.52 0.0048132 0.0033048 0.0002721 0.0011974 -0.0060276 0.0008513 0.6680083 1.1121159 15.9473666 0.0080478 0.9047972 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00393} 
957824 708.34375 0.0 0.0 0.48 0.0043876 0.0025938 0.0003005 0.0015199 -0.0055809 0.0007198 0.6679192 1.108051 15.603388 0.008046 0.9102173 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00396} 
957952 708.38281 0.0 0.0 0.42 0.0044546 0.0022226 0.0002062 0.0009756 -0.0059993 0.0005987 0.6686442 1.1075958 15.7717448 0.0078054 0.9007567 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00391} 
958080 708.40625 0.0 0.0 0.49 0.0047474 0.0027474 0.000159 0.000459 -0.0059903 0.000578 0.6665932 1.1129083 17.4298072 0.0085662 0.8861278 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00387} 
958208 708.50781 0.0 0.0 0.48 0.0055625 0.0037402 0.0003334 0.0015329 -0.0052772 0.0009182 0.6669593 1.114069 18.1446699 0.008638 0.8831394 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00409} 
958336 708.57031 0.0 0.0 0.39 0.0053373 0.0036298 0.0002803 0.0013939 -0.0056464 0.0009048 0.6702639 1.1026632 17.4675943 0.0082093 0.8920736 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.0041} 
958464 708.67188 0.0 0.0 0.36 0.0047841 0.0035694 0.0003066 0.001387 -0.0060254 0.000935 0.6684248 1.105202 16.3116755 0.0075198 0.8981222 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00409} 
958592 708.73438 0.0 0.0 0.41 0.0044273 0.0030099 0.0002394 0.0012925 -0.0056677 0.0007993 0.6695333 1.110773 15.79844 0.0073828 0.9030422 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00416} 
958720 708.83594 0.0 0.0 0.44 0.0044348 0.0028654 0.0003358 0.0016986 -0.0057991 0.0009077 0.6686794 1.0996118 14.7625066 0.007384 0.9146786 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00407} 
958848 708.92969 0.0 0.0 0.37 0.0045395 0.0031647 0.0003519 0.0017088 -0.0067567 0.0009716 0.6684761 1.1000159 14.9414147 0.0077345 0.9171886 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00399} 
958976 709.0 0.0 0.0 0.43 0.0046441 0.0035961 0.0003102 0.001436 -0.0043137 0.0009968 0.6702709 1.0955285 15.2719804 0.0075166 0.9088677 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00391} 
959104 709.07031 0.0 0.0 0.45 0.0045823 0.0032538 0.0003195 0.0015309 -0.0057659 0.000874 0.6670747 1.0955059 15.2852266 0.0077606 0.9085766 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00386} 
959232 709.14844 0.0 0.0 0.43 0.004478 0.002989 0.000302 0.0016198 -0.0050338 0.0008615 0.667086 1.1001472 16.1069608 0.007645 0.8998612 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00377} 
959360 709.17188 0.0 0.0 0.5 0.0046705 0.0032725 0.0001903 0.0008487 -0.0054003 0.0008065 0.669559 1.0950698 17.1169849 0.0080095 0.8914251 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00373} 
959488 709.28125 0.0 0.0 0.42 0.0047746 0.0031696 0.0003806 0.0018205 -0.0052769 0.0010009 0.6714893 1.1023546 17.1823597 0.0077781 0.8933259 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00382} 
959616 709.35938 0.0 0.0 0.42 0.0045131 0.0032165 0.0003163 0.0016075 -0.0049171 0.0008468 0.6723817 1.1019966 16.8276626 0.0079131 0.8988842 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00373} 
959744 709.39844 0.0 0.0 0.48 0.0048689 0.0031121 0.0002215 0.0011423 -0.0044957 0.0008035 0.6707585 1.0968779 17.4308502 0.0081015 0.8916167 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00365} 
959872 709.49219 0.0 0.0 0.4 0.0046733 0.0028778 0.0003198 0.001587 -0.0045328 0.0008556 0.6703499 1.1097736 18.6411373 0.007502 0.8728079 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00364} 
960000 709.53125 0.0 0.0 0.35 0.0045195 0.0031099 0.0002213 0.0010188 -0.0044814 0.000726 0.667924 1.1009725 18.1078278 0.0079104 0.8822902 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00362} 
960128 709.60938 0.0 0.0 0.42 0.0052377 0.0038957 0.00025 0.0012644 -0.0049795 0.0008883 0.6716746 1.109111 17.9511381 0.0084393 0.889341 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00362} 
960256 709.6875 0.0 0.0 0.44 0.0048563 0.0031433 0.000262 0.0013376 -0.0049382 0.0009189 0.6697984 1.1111096 18.399736 0.0078072 0.8857735 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00376} 
960384 709.76562 0.0 0.0 0.44 0.00472 0.0028608 0.0002638 0.0011878 -0.0039567 0.0008717 0.6688511 1.1120491 17.6534489 0.0077929 0.896031 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00376} 
960512 709.8125 0.0 0.0 0.43 0.0046539 0.0028465 0.0001869 0.0010055 -0.0053321 0.0007493 0.671068 1.1007834 16.978458 0.0077365 0.8984183 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00376} 
960640 709.83594 0.0 0.0 0.38 0.005149 0.0040371 0.0001283 0.0004189 -0.0048929 0.0008992 0.6686984 1.1067801 17.6010753 0.0080658 0.8934708 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00377} 
960768 709.875 0.0 0.0 0.42 0.0047524 0.0028362 0.0001763 0.0009156 -0.0061007 0.0008763 0.6683458 1.0979157 18.3345925 0.0087227 0.8902262 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00375} 
960896 709.95312 0.0 0.0 0.43 0.0049076 0.0026227 0.0002231 0.0010391 -0.0057825 0.0009726 0.6691239 1.101205 18.2738751 0.0084032 0.8894091 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 25, 'episodic_explored_area': 0.00386} 
961024 710.00781 0.0 0.0 0.42 0.0051523 0.0032809 0.0002125 0.0010749 -0.0057473 0.0009038 0.6686402 1.1017495 18.1672654 0.0081764 0.8938858 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00379} 
961152 710.08594 0.0 0.0 0.44 0.0053559 0.0037912 0.0002955 0.0014584 -0.005064 0.0010691 0.6669676 1.1045411 18.4266255 0.0086278 0.8923189 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00373} 
961280 710.17969 0.0 0.0 0.42 0.0052055 0.0039752 0.0003026 0.0014069 -0.0044458 0.001237 0.6655778 1.1034625 18.692836 0.007988 0.8894495 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00381} 
961408 710.22656 0.0 0.0 0.37 0.0049233 0.0031664 0.0002241 0.000988 -0.0064346 0.000887 0.6659425 1.1043207 17.3449747 0.008087 0.9058089 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00376} 
961536 710.28906 0.0 0.0 0.41 0.0048345 0.0031413 0.000255 0.0013288 -0.0056284 0.0009976 0.6647969 1.1115076 17.6491557 0.0088196 0.900676 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00376} 
961664 710.35938 0.0 0.0 0.44 0.0051161 0.0033059 0.0002311 0.0010796 -0.0049445 0.0009612 0.667076 1.1127019 16.6887548 0.0085842 0.909404 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.0038} 
961792 710.4375 0.0 0.0 0.42 0.005037 0.0034359 0.0002934 0.0014607 -0.0049347 0.0010579 0.6643964 1.1018666 16.7770123 0.0088181 0.905079 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00377} 
961920 710.47656 0.0 0.0 0.41 0.0051482 0.003301 0.0002266 0.0010775 -0.005446 0.0008929 0.6675774 1.1204873 16.9212445 0.0086083 0.9041308 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00381} 
962048 710.51562 0.0 0.0 0.39 0.0052764 0.0033174 0.0002171 0.0010831 -0.0048577 0.0009035 0.6669712 1.1181319 17.250441 0.0091186 0.9066666 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00378} 
962176 710.5625 0.0 0.0 0.4 0.0053712 0.0037729 0.0001908 0.0007906 -0.0039129 0.0010369 0.6715104 1.1219676 17.5333087 0.0092011 0.9003432 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00375} 
962304 710.59375 0.0 0.0 0.38 0.0053595 0.0032326 0.0001377 0.0004933 -0.004383 0.0008914 0.6694219 1.1144148 17.8373955 0.0091822 0.9000887 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00374} 
962432 710.67188 0.0 0.0 0.39 0.0050408 0.0027868 0.0002402 0.0012463 -0.0046123 0.0010073 0.6705012 1.1128754 18.3917606 0.009058 0.8977258 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00377} 
962560 710.67969 0.0 0.0 0.33 0.0055834 0.0034588 0.000142 0.0005588 -0.0038904 0.0008412 0.6696547 1.1147759 17.6369191 0.0091945 0.9012582 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.0038} 
962688 710.71094 0.0 0.0 0.31 0.0055957 0.0037696 0.0001555 0.0006413 -0.0045788 0.0009495 0.6692854 1.1054243 18.014517 0.0095522 0.898926 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 16, 'episodic_explored_area': 0.00379} 
962816 710.78906 0.0 0.0 0.41 0.0055837 0.0040918 0.0002423 0.001174 -0.0045748 0.001161 0.6692315 1.1031808 18.4291905 0.0090232 0.9034429 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 30, 'episodic_explored_area': 0.00386} 
962944 710.85938 0.0 0.0 0.4 0.0049196 0.0029298 0.0002795 0.0014301 -0.0051048 0.0010267 0.6717361 1.0989211 18.004532 0.0090325 0.8990279 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 30, 'episodic_explored_area': 0.00383} 
963072 710.88281 0.0 0.0 0.31 0.0052324 0.0029678 0.0001503 0.0004971 -0.0045559 0.0008824 0.6716106 1.0980283 17.660243 0.0084975 0.9056968 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 30, 'episodic_explored_area': 0.00381} 
963200 710.94531 0.0 0.0 0.4 0.0050174 0.0031693 0.0002088 0.0010189 -0.004602 0.0009655 0.6699238 1.1008776 18.3834728 0.0092788 0.9013345 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 30, 'episodic_explored_area': 0.00379} 
963328 711.02344 0.0 0.0 0.48 0.0054206 0.0042599 0.0002521 0.0011935 -0.0039801 0.0012109 0.6698987 1.0898356 17.872571 0.0084428 0.9072477 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 30, 'episodic_explored_area': 0.0039} 
963456 711.08594 0.0 0.0 0.37 0.0052588 0.0037643 0.0002482 0.0011256 -0.0049432 0.0011829 0.6680282 1.0876651 17.6840362 0.0089522 0.9036 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 30, 'episodic_explored_area': 0.00404} 
963584 711.125 0.0 0.0 0.41 0.0055932 0.0039754 0.0002009 0.0008771 -0.0035707 0.0010937 0.6688212 1.0960249 17.5202902 0.0091355 0.9045402 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 30, 'episodic_explored_area': 0.00399} 
963712 711.21875 0.0 0.0 0.37 0.0059153 0.0045625 0.0003236 0.0016438 -0.0057662 0.0013846 0.6707108 1.1026367 17.9923068 0.0094152 0.9012498 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 30, 'episodic_explored_area': 0.00386} 
963840 711.28906 0.0 0.0 0.39 0.0058722 0.0041319 0.0002819 0.0014401 -0.0045152 0.0012571 0.6707586 1.1124175 17.9102707 0.0095683 0.8998478 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 30, 'episodic_explored_area': 0.00374} 
963968 711.375 0.0 0.0 0.41 0.0058708 0.0048343 0.000283 0.0014423 -0.0059227 0.0015455 0.6689292 1.1123944 17.9131376 0.0089673 0.9109289 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 30, 'episodic_explored_area': 0.00384} 
964096 711.41406 0.0 0.0 0.33 0.0054044 0.0036846 0.0001963 0.0008326 -0.0065199 0.0011539 0.6709152 1.1003164 18.30612 0.0087779 0.9013741 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 30, 'episodic_explored_area': 0.00384} 
964224 711.48438 0.0 0.0 0.41 0.0055067 0.0044933 0.0002723 0.001124 -0.0067319 0.0013913 0.668113 1.0968395 20.4021379 0.009039 0.8837867 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 30, 'episodic_explored_area': 0.0039} 
964352 711.55469 0.0 0.0 0.34 0.00557 0.0039857 0.0002556 0.0011829 -0.0058858 0.0012926 0.6698511 1.1003806 20.2366007 0.0103146 0.8844329 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 30, 'episodic_explored_area': 0.00392} 
964480 711.66406 0.0 0.0 0.34 0.0057652 0.0035109 0.0003742 0.0016722 -0.0073597 0.0013764 0.6665881 1.103964 20.8101989 0.0091341 0.8802 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 30, 'episodic_explored_area': 0.00391} 
964608 711.71094 0.0 0.0 0.34 0.0052124 0.0031087 0.0002085 0.0009423 -0.0067149 0.0011776 0.6677031 1.1129907 19.6075258 0.0084409 0.8869604 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 30, 'episodic_explored_area': 0.00392} 
964736 711.78125 0.0 0.0 0.35 0.0048556 0.003426 0.0002957 0.0013213 -0.0057774 0.0013738 0.6682686 1.1117741 19.4075559 0.0083554 0.8863804 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 30, 'episodic_explored_area': 0.00395} 
964864 711.88281 0.0 0.0 0.33 0.0046333 0.0027825 0.0003093 0.0014443 -0.0057424 0.0011682 0.6685141 1.1218187 19.5224212 0.0075893 0.8916726 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 30, 'episodic_explored_area': 0.00405} 
964992 711.92188 0.0 0.0 0.37 0.0050559 0.004054 0.0001821 0.0007499 -0.0049796 0.0012255 0.6667561 1.1205538 19.0191942 0.0089031 0.8859475 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 30, 'episodic_explored_area': 0.00406} 
965120 711.98438 0.0 0.0 0.36 0.0055631 0.0038362 0.000239 0.001047 -0.0047932 0.0011494 0.6695363 1.1234833 18.5474491 0.0090083 0.9012348 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 30, 'episodic_explored_area': 0.00411} 
965248 712.0625 0.0 0.0 0.35 0.0049645 0.0031066 0.0002714 0.001311 -0.0060185 0.0011432 0.6704526 1.1281419 17.7620445 0.0084306 0.9053534 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 37, 'episodic_explored_area': 0.00412} 
965376 712.10938 0.0 0.0 0.4 0.0049459 0.003729 0.0002585 0.0012029 -0.0052437 0.0011237 0.673379 1.120518 17.362611 0.0080471 0.8989435 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 37, 'episodic_explored_area': 0.0041} 
965504 712.19531 0.0 0.0 0.41 0.0046724 0.0036871 0.0003294 0.0015712 -0.0063027 0.0012113 0.674637 1.1150101 16.7213714 0.0075908 0.9065565 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 37, 'episodic_explored_area': 0.00421} 
965632 712.25 0.0 0.0 0.34 0.0045238 0.002916 0.0002199 0.0010517 -0.0055891 0.0009437 0.6692029 1.125806 16.6764293 0.0070358 0.9025968 {} {'explored_rooms_count': 255, 'episodic_explored_rooms_count': 37, 'episodic_explored_area': 0.00424} 
