0 0.0 0.0 0.0 0.38 0.0188243 0.0 0.0002 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 {} {'explored_rooms_count': 0, 'episodic_explored_rooms_count': 0, 'episodic_explored_area': 0.0} 
899200 526.625 0.0 0.0 0.53 0.0079448 0.0052851 0.004645 0.0029345 -0.0055702 0.0043078 0.6983697 0.9336561 0.2505607 0.012689 0.8874255 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 4, 'episodic_explored_area': 0.00279} 
899328 526.66406 0.0 0.0 0.53 0.0082341 0.0058552 0.0045235 0.0028571 -0.0061841 0.0045084 0.6957974 0.9263569 0.2735858 0.0128892 0.875326 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 20, 'episodic_explored_area': 0.00281} 
899456 526.71875 0.0 0.0 0.53 0.0082022 0.0057373 0.0049836 0.0027344 -0.0060683 0.0049634 0.7003987 0.9342011 0.261886 0.0130587 0.8771106 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 20, 'episodic_explored_area': 0.00284} 
899584 526.78125 0.0 0.0 0.53 0.0085199 0.0056391 0.0043631 0.0028199 -0.0040679 0.0051365 0.697384 0.9338856 0.2408546 0.0131893 0.8888154 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 20, 'episodic_explored_area': 0.00293} 
899712 526.82812 0.0 0.0 0.52 0.0080034 0.0049247 0.0048277 0.0027685 -0.0059002 0.0048322 0.6965597 0.9306562 0.219762 0.0131538 0.9030858 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 20, 'episodic_explored_area': 0.00294} 
899840 526.88281 0.0 0.0 0.53 0.0079747 0.0045989 0.0045034 0.0029472 -0.0063212 0.0049694 0.6989434 0.9369993 0.2272485 0.0131638 0.8980944 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 20, 'episodic_explored_area': 0.0029} 
899968 526.92188 0.0 0.0 0.52 0.0080166 0.0049821 0.0048128 0.0029107 -0.0071729 0.0044232 0.6976366 0.9312099 0.2478465 0.0132429 0.8862456 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 20, 'episodic_explored_area': 0.0029} 
900096 527.03125 0.0 0.0 0.54 0.0077288 0.0044734 0.0050262 0.0029506 -0.0049663 0.0055944 0.6997559 0.9344895 0.2412536 0.0128062 0.8877542 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00292} 
900224 527.13281 0.0 0.0 0.55 0.0076734 0.0044063 0.0049408 0.0030244 -0.0060741 0.0055127 0.6943256 0.9400225 0.2395687 0.0129691 0.8881072 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00282} 
900352 527.21094 0.0 0.0 0.52 0.0072996 0.0039809 0.0050582 0.0029374 -0.0070099 0.0050778 0.7012099 0.9339104 0.2101932 0.0125855 0.9026888 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00282} 
900480 527.3125 0.0 0.0 0.53 0.0078158 0.004748 0.0054627 0.002909 -0.006455 0.0054846 0.6956914 0.9210474 0.1820729 0.0125554 0.9180911 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00268} 
900608 527.38281 0.0 0.0 0.52 0.0077438 0.0048075 0.0052087 0.00297 -0.0061705 0.0047266 0.6935529 0.9183271 0.1823935 0.0127677 0.9175985 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00268} 
900736 527.44531 0.0 0.0 0.53 0.0074231 0.003973 0.004662 0.0028371 -0.0065497 0.0044727 0.6941173 0.9193254 0.1882791 0.0125185 0.9159182 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00268} 
900864 527.51562 0.0 0.0 0.52 0.0078316 0.0046124 0.0055883 0.002905 -0.007089 0.0047604 0.6950624 0.9238628 0.1878774 0.0124351 0.9141169 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00268} 
900992 527.5625 0.0 0.0 0.52 0.0084794 0.0065906 0.0055097 0.0028623 -0.006902 0.0057817 0.6946406 0.9214046 0.1890082 0.0137077 0.9134874 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00273} 
901120 527.58594 0.0 0.0 0.51 0.0082517 0.0052934 0.0058677 0.0027296 -0.0059035 0.0048418 0.6950972 0.9282684 0.2030644 0.0135513 0.9098465 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00274} 
901248 527.65625 0.0 0.0 0.5 0.0077289 0.0039922 0.0057956 0.0028678 -0.0077336 0.0049424 0.6974258 0.9316833 0.1958761 0.0127459 0.9112247 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00277} 
901376 527.75 0.0 0.0 0.5 0.0083626 0.00643 0.0053919 0.0028489 -0.0070786 0.0059096 0.6965885 0.9302418 0.1956826 0.0133025 0.9109872 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00268} 
901504 527.78125 0.0 0.0 0.52 0.0083437 0.0049754 0.0052958 0.0029044 -0.00827 0.0045761 0.6994032 0.9360106 0.2270854 0.012932 0.8943913 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00261} 
901632 527.84375 0.0 0.0 0.52 0.008227 0.0049237 0.0055842 0.0028175 -0.0074132 0.005535 0.6949152 0.9267404 0.2289031 0.013719 0.8920827 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00271} 
901760 527.92188 0.0 0.0 0.52 0.0087556 0.0055277 0.005627 0.0028073 -0.007182 0.0058115 0.6949399 0.9257749 0.2063546 0.0137354 0.9065633 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00272} 
901888 528.0625 0.0 0.0 0.52 0.0084264 0.0050897 0.0052746 0.0029133 -0.00772 0.0068402 0.6940795 0.9265671 0.1847398 0.013579 0.9171951 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00265} 
902016 528.10938 0.0 0.0 0.51 0.0083999 0.0045787 0.0051889 0.0028853 -0.0085823 0.0054503 0.6959357 0.9247661 0.1888962 0.0134769 0.9145276 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.0027} 
902144 528.20312 0.0 0.0 0.51 0.0081288 0.0051627 0.0047599 0.002926 -0.006848 0.0065125 0.698821 0.9287518 0.1768555 0.0132311 0.919226 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.0027} 
902272 528.28125 0.0 0.0 0.51 0.0083766 0.0047936 0.0049285 0.0029093 -0.0068954 0.0058868 0.7010435 0.9308667 0.1977625 0.0133725 0.912297 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00269} 
902400 528.35156 0.0 0.0 0.51 0.008107 0.0052169 0.0051282 0.0027267 -0.006734 0.0057174 0.7015089 0.9255706 0.1939601 0.0131943 0.9122456 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00277} 
902528 528.42188 0.0 0.0 0.5 0.0079935 0.0047741 0.0048371 0.0028244 -0.0066596 0.0052359 0.7026772 0.9287827 0.183603 0.0130296 0.9160513 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00267} 
902656 528.47656 0.0 0.0 0.49 0.0078607 0.0045926 0.0049638 0.0027418 -0.0070023 0.0048565 0.7068502 0.9382166 0.1818263 0.0127386 0.9180081 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00267} 
902784 528.53125 0.0 0.0 0.49 0.0081988 0.0052754 0.0051183 0.0028469 -0.0058918 0.0053987 0.7044418 0.9306092 0.1685868 0.0131051 0.9240834 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00271} 
902912 528.64844 0.0 0.0 0.54 0.0078093 0.004505 0.0050642 0.0028713 -0.0061756 0.0059243 0.7048732 0.9232003 0.1735952 0.0126532 0.9221726 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00268} 
903040 528.69531 0.0 0.0 0.52 0.007766 0.004648 0.0049105 0.0028816 -0.0062422 0.0045938 0.7022085 0.9286198 0.1732971 0.0126685 0.9226469 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.0027} 
903168 528.71875 0.0 0.0 0.55 0.0078784 0.005319 0.0049677 0.0027631 -0.0062043 0.0044604 0.7023897 0.923175 0.1698271 0.013038 0.9244601 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00269} 
903296 528.80469 0.0 0.0 0.53 0.0080497 0.0048033 0.0054069 0.002768 -0.0055248 0.0049808 0.701041 0.9212785 0.1710056 0.0131515 0.9227575 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00261} 
903424 528.85938 0.0 0.0 0.53 0.0079394 0.0051272 0.004988 0.0028804 -0.0061134 0.0046757 0.6962248 0.9227598 0.1718748 0.012527 0.9217202 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00252} 
903552 528.96094 0.0 0.0 0.53 0.0082495 0.004925 0.0051972 0.00288 -0.006597 0.0056325 0.7002186 0.91838 0.1766288 0.0122988 0.9210769 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00252} 
903680 529.10156 0.0 0.0 0.52 0.007394 0.0046453 0.0051651 0.0028784 -0.0055602 0.0064343 0.694654 0.9188154 0.1690029 0.0122181 0.9265585 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00259} 
903808 529.16406 0.0 0.0 0.52 0.0080389 0.0046386 0.0051055 0.0028785 -0.006698 0.0051134 0.6997185 0.9134537 0.1641594 0.0126971 0.928221 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00262} 
903936 529.24219 0.0 0.0 0.53 0.0079167 0.0051892 0.0048328 0.0028097 -0.005902 0.0050832 0.6992301 0.9129721 0.1737315 0.0126548 0.9252869 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00251} 
904064 529.30469 0.0 0.0 0.53 0.0080435 0.0055916 0.0050707 0.0028763 -0.0053254 0.0049533 0.6978608 0.9102468 0.1869214 0.0127802 0.9167867 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00256} 
904192 529.38281 0.0 0.0 0.51 0.007688 0.0046097 0.005095 0.0028931 -0.0076391 0.0052278 0.6934749 0.9139626 0.179578 0.012249 0.9191454 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 11, 'episodic_explored_area': 0.00262} 
904320 529.45312 0.0 0.0 0.5 0.0074578 0.0042839 0.0053038 0.0029023 -0.0058536 0.0047029 0.6947558 0.9125445 0.1718603 0.0123654 0.9211041 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 19, 'episodic_explored_area': 0.00265} 
904448 529.51562 0.0 0.0 0.5 0.0079261 0.0050166 0.0054344 0.0028791 -0.0062929 0.0055386 0.6931927 0.909856 0.1682093 0.0122931 0.9245621 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 19, 'episodic_explored_area': 0.00267} 
904576 529.60156 0.0 0.0 0.49 0.0076784 0.0046769 0.0055197 0.0028954 -0.007587 0.0054537 0.6939838 0.9085463 0.1673502 0.0125415 0.924912 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 19, 'episodic_explored_area': 0.00267} 
904704 529.6875 0.0 0.0 0.49 0.0075052 0.0041058 0.005756 0.0029476 -0.005877 0.0052903 0.6942127 0.9146445 0.1593223 0.0119966 0.929067 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 19, 'episodic_explored_area': 0.00282} 
904832 529.79688 0.0 0.0 0.5 0.0073136 0.0041858 0.0050356 0.0029723 -0.0059206 0.0056558 0.6973431 0.9115249 0.169546 0.0120013 0.9251398 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00278} 
904960 529.85938 0.0 0.0 0.48 0.0072438 0.0045273 0.00517 0.0029837 -0.0064106 0.004982 0.6934648 0.9065459 0.1609037 0.01207 0.92785 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00275} 
905088 529.91406 0.0 0.0 0.48 0.0076595 0.0060735 0.0051868 0.0029476 -0.0067619 0.0049275 0.6948172 0.9154082 0.1479511 0.0118612 0.9338987 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.0027} 
905216 529.98438 0.0 0.0 0.51 0.0074004 0.004646 0.0052215 0.0029477 -0.0054441 0.0049874 0.6975485 0.9257078 0.1587813 0.0120808 0.9288143 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00264} 
905344 530.05469 0.0 0.0 0.5 0.0075616 0.0041427 0.0057256 0.0028574 -0.0067281 0.0048028 0.6938839 0.9209002 0.1688907 0.0124886 0.9237264 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00258} 
905472 530.125 0.0 0.0 0.52 0.0079059 0.004438 0.0050233 0.0029457 -0.006829 0.0048775 0.6959893 0.9120823 0.1732366 0.0126471 0.9227225 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00252} 
905600 530.15625 0.0 0.0 0.49 0.0075745 0.0043762 0.0047181 0.0030337 -0.0074248 0.0043342 0.6973125 0.9135861 0.1961364 0.0125189 0.9102648 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00252} 
905728 530.25 0.0 0.0 0.5 0.0074721 0.0042525 0.0048242 0.0030112 -0.0072778 0.0050616 0.6982741 0.9268753 0.2058662 0.012347 0.9040304 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00252} 
905856 530.30469 0.0 0.0 0.49 0.0071341 0.0040803 0.0053309 0.002944 -0.0050671 0.0046492 0.6985096 0.9218319 0.205341 0.0118628 0.9038831 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00256} 
905984 530.38281 0.0 0.0 0.48 0.0074792 0.0045614 0.0048187 0.0030214 -0.007207 0.0053466 0.6954969 0.9257394 0.2027722 0.0122255 0.9083729 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00268} 
906112 530.46875 0.0 0.0 0.5 0.0077489 0.0050869 0.0050068 0.0029475 -0.0064196 0.0052751 0.6938856 0.9259994 0.1897228 0.0125176 0.9138375 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00263} 
906240 530.55469 0.0 0.0 0.51 0.0069642 0.004468 0.0055872 0.0029023 -0.0053502 0.0049201 0.6970829 0.9307058 0.1853307 0.0120778 0.9138685 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00263} 
906368 530.59375 0.0 0.0 0.48 0.0076416 0.00423 0.0048419 0.0029615 -0.0067287 0.0041024 0.6965525 0.9204623 0.1920634 0.0118527 0.9107157 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.0026} 
906496 530.65625 0.0 0.0 0.48 0.0078631 0.0064283 0.0050122 0.0029073 -0.0070532 0.0050438 0.7010941 0.9295487 0.1960821 0.01251 0.9105621 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00266} 
906624 530.72656 0.0 0.0 0.48 0.0071949 0.0043071 0.004428 0.002865 -0.0073142 0.0044737 0.698742 0.9314594 0.2164829 0.0126363 0.9005071 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00259} 
906752 530.79688 0.0 0.0 0.48 0.0077282 0.0043141 0.0047113 0.0028933 -0.0071539 0.0045197 0.6977013 0.9329051 0.2097508 0.0119996 0.9026157 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.0027} 
906880 530.82812 0.0 0.0 0.47 0.0076473 0.0045949 0.0052172 0.0028789 -0.0070228 0.0038581 0.7009789 0.9326953 0.2021596 0.0121038 0.9040852 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00269} 
907008 530.875 0.0 0.0 0.47 0.007413 0.0059669 0.0046106 0.0029125 -0.0050095 0.0046256 0.6977784 0.9376875 0.2250182 0.0122854 0.8946815 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00271} 
907136 530.89844 0.0 0.0 0.47 0.0076823 0.0051254 0.0041748 0.0029051 -0.007559 0.0038824 0.6974108 0.9363396 0.2350662 0.0125456 0.8877515 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00268} 
907264 530.99219 0.0 0.0 0.47 0.0076897 0.0043679 0.0046596 0.0029609 -0.0060152 0.0045408 0.6976381 0.9409353 0.2368555 0.0120138 0.8879079 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00265} 
907392 531.02344 0.0 0.0 0.47 0.0072289 0.0039276 0.0049134 0.0029342 -0.0072271 0.0039114 0.6986308 0.9435166 0.2168456 0.0118595 0.8974732 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00269} 
907520 531.08594 0.0 0.0 0.47 0.0070493 0.0037797 0.0048892 0.0028579 -0.0066158 0.0042272 0.6971032 0.9329514 0.2134162 0.0119686 0.9000317 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00269} 
907648 531.11719 0.0 0.0 0.47 0.0069835 0.0037113 0.0050039 0.0029201 -0.0067597 0.0038139 0.6981848 0.9338451 0.2165086 0.0121859 0.8983579 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00268} 
907776 531.19531 0.0 0.0 0.47 0.0075672 0.0053218 0.0049108 0.0029158 -0.0063408 0.0045173 0.6974538 0.9366504 0.2271186 0.0120987 0.8930396 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00264} 
907904 531.25 0.0 0.0 0.47 0.0070935 0.0047161 0.0052581 0.0027652 -0.0055552 0.0044739 0.6967234 0.934561 0.2563217 0.0118295 0.8813655 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00267} 
908032 531.28125 0.0 0.0 0.46 0.0071465 0.0047258 0.0044618 0.0028498 -0.0062767 0.0039736 0.6951685 0.9372877 0.2540626 0.0116107 0.8825221 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00268} 
908160 531.33594 0.0 0.0 0.47 0.0068505 0.0047453 0.0044036 0.0028618 -0.0071379 0.0039741 0.6957061 0.9263032 0.2566603 0.0117187 0.8803044 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00268} 
908288 531.40625 0.0 0.0 0.47 0.007366 0.0051002 0.0049887 0.0028931 -0.0064795 0.004235 0.6972544 0.9258531 0.2310338 0.0116134 0.8915024 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00271} 
908416 531.46875 0.0 0.0 0.47 0.0071134 0.0046298 0.0053863 0.0028257 -0.0051191 0.0043606 0.6988602 0.9384709 0.2336294 0.0119002 0.8909609 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00267} 
908544 531.54688 0.0 0.0 0.47 0.0075562 0.0050974 0.0053459 0.0027576 -0.0071569 0.0049753 0.6991322 0.9412046 0.2364277 0.0121081 0.8897033 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00256} 
908672 531.58594 0.0 0.0 0.46 0.007298 0.0040503 0.0052895 0.0027743 -0.0068421 0.00436 0.7003306 0.9297363 0.2253004 0.012111 0.894999 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00254} 
908800 531.64844 0.0 0.0 0.52 0.0072809 0.004485 0.0048832 0.0029285 -0.0077324 0.0047889 0.6991047 0.9269979 0.2221624 0.0119657 0.8979354 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00263} 
908928 531.6875 0.0 0.0 0.46 0.0069964 0.0038985 0.00516 0.0029544 -0.0080543 0.0039727 0.6987478 0.9322542 0.2279498 0.0116727 0.8969552 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.0027} 
909056 531.73438 0.0 0.0 0.46 0.0075991 0.0047708 0.0051505 0.0028949 -0.0069962 0.0042404 0.700273 0.9315942 0.2554426 0.0120709 0.88303 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00272} 
909184 531.78906 0.0 0.0 0.46 0.0073876 0.0042673 0.0051769 0.0028218 -0.0068742 0.004344 0.6953339 0.9252747 0.2486138 0.0123382 0.885737 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00274} 
909312 531.86719 0.0 0.0 0.46 0.007309 0.0039373 0.0051153 0.0030161 -0.006824 0.0047374 0.6962913 0.9223297 0.213811 0.011938 0.903425 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00277} 
909440 531.92188 0.0 0.0 0.46 0.007305 0.0042769 0.0052337 0.0029614 -0.0063911 0.0041904 0.6987475 0.9250713 0.199971 0.0119945 0.9095067 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00269} 
909568 531.94531 0.0 0.0 0.52 0.0076066 0.0041942 0.0051363 0.0028848 -0.0067652 0.0035432 0.6957647 0.9315374 0.2314988 0.0118587 0.8947018 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.0027} 
909696 531.99219 0.0 0.0 0.47 0.0073714 0.0042257 0.0050121 0.002881 -0.0066721 0.0038994 0.6963409 0.9299186 0.2360627 0.0121606 0.8929399 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00274} 
909824 532.02344 0.0 0.0 0.48 0.0070558 0.0040107 0.0052455 0.0028355 -0.0070663 0.0038347 0.6977805 0.9303959 0.2325415 0.0120056 0.8942259 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00274} 
909952 532.09375 0.0 0.0 0.46 0.0078739 0.0058079 0.0057263 0.0027902 -0.0060986 0.0050413 0.6958846 0.9306461 0.2415275 0.012251 0.8892602 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.0028} 
910080 532.16406 0.0 0.0 0.46 0.0072382 0.0041445 0.0057446 0.0028459 -0.0066127 0.0046073 0.6964756 0.9263757 0.2284533 0.0118059 0.8947735 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00283} 
910208 532.20312 0.0 0.0 0.46 0.0071503 0.004793 0.0057228 0.0027709 -0.007529 0.0043395 0.6988991 0.9342116 0.2444221 0.0119176 0.885323 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 8, 'episodic_explored_area': 0.00284} 
910336 532.25781 0.0 0.0 0.46 0.0072248 0.0043885 0.0052564 0.0027994 -0.006693 0.0047969 0.6984496 0.9304204 0.2524401 0.0119355 0.8803542 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00296} 
910464 532.30469 0.0 0.0 0.46 0.0070249 0.0040644 0.0056142 0.0027956 -0.0065345 0.0044905 0.7006679 0.9200732 0.2178121 0.011925 0.8964089 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00299} 
910592 532.38281 0.0 0.0 0.46 0.0071623 0.0045024 0.0051739 0.0028542 -0.0048282 0.0050427 0.7010477 0.9331779 0.2154772 0.0117149 0.8971081 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00306} 
910720 532.46875 0.0 0.0 0.46 0.0065331 0.0036344 0.0052686 0.0028877 -0.0061652 0.0051305 0.6998757 0.9379986 0.2038499 0.0112256 0.9041455 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00305} 
910848 532.50781 0.0 0.0 0.52 0.0062042 0.0034331 0.0050197 0.0029062 -0.0054282 0.0040779 0.6987448 0.9361631 0.2009023 0.0107322 0.9067015 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00291} 
910976 532.59375 0.0 0.0 0.46 0.0062566 0.0036622 0.0053502 0.0029518 -0.0050754 0.0044744 0.6973001 0.9280359 0.201204 0.0108829 0.9062929 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.003} 
911104 532.63281 0.0 0.0 0.45 0.0062057 0.0038051 0.0051332 0.0029583 -0.0031557 0.0037914 0.6960364 0.9268746 0.1956698 0.0108486 0.9093171 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00297} 
911232 532.66406 0.0 0.0 0.45 0.0068082 0.0039079 0.0051298 0.0027557 -0.0057815 0.0036985 0.698592 0.9295097 0.2048951 0.0113665 0.9039427 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00293} 
911360 532.71094 0.0 0.0 0.45 0.0070499 0.0049862 0.0052615 0.0028028 -0.0056572 0.0042739 0.6936171 0.9358585 0.1866697 0.0115729 0.9135672 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00303} 
911488 532.78125 0.0 0.0 0.46 0.0076269 0.0061558 0.0050686 0.0029068 -0.0062533 0.0051319 0.6963652 0.9346092 0.1759779 0.01232 0.9191296 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00295} 
911616 532.82031 0.0 0.0 0.46 0.0071477 0.004671 0.0052145 0.0028835 -0.0056678 0.0044583 0.695572 0.9297379 0.1725393 0.0118087 0.9227068 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.003} 
911744 532.92969 0.0 0.0 0.46 0.0065899 0.0037919 0.0051403 0.0029785 -0.0072136 0.0052375 0.6944774 0.9245586 0.1738059 0.0111864 0.9216999 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00303} 
911872 532.98438 0.0 0.0 0.45 0.0069907 0.0042137 0.0049825 0.0029619 -0.0069295 0.0044799 0.6951075 0.9192668 0.1578756 0.0109608 0.9308577 {} {'explored_rooms_count': 232, 'episodic_explored_rooms_count': 17, 'episodic_explored_area': 0.00306} 
