128 0 0 0.0 0.0 44.63 -0.2856268 0.1233348  {'room_id': 100, 'explored_rooms': 9, 'raw_score': 0.0} 
13696 21 21 311.7501022015245 20.222784042877606 35.08 -0.0256031 0.140782  {'room_id': 151, 'explored_rooms': 153, 'raw_score': 311.7501022015245} 
13824 21 21 311.7501022015245 20.222784042877606 34.38 -0.0224878 0.1410143  {'room_id': 153, 'explored_rooms': 153, 'raw_score': 311.7501022015245} 
13952 21 21 311.7501022015245 20.222784042877606 34.27 -0.0610201 0.1527535  {'room_id': 17, 'explored_rooms': 153, 'raw_score': 311.7501022015245} 
14080 21 21 311.7501022015245 20.222784042877606 36.15 -0.0402274 0.1425893  {'room_id': 231, 'explored_rooms': 153, 'raw_score': 311.7501022015245} 
14208 21 21 311.7501022015245 20.222784042877606 38.34 -0.0295721 0.1485123  {'room_id': 215, 'explored_rooms': 153, 'raw_score': 311.7501022015245} 
14336 21 21 311.7501022015245 20.222784042877606 37.25 -0.0176609 0.1493678  {'room_id': 167, 'explored_rooms': 153, 'raw_score': 311.7501022015245} 
14464 22 22 340.57509198137205 21.700505638589846 37.81 -0.0231208 0.1534673  {'room_id': 3, 'explored_rooms': 153, 'raw_score': 340.57509198137205} 
14592 22 22 340.57509198137205 21.700505638589846 40.12 -0.0556333 0.1496893  {'room_id': 36, 'explored_rooms': 153, 'raw_score': 340.57509198137205} 
14720 22 22 340.57509198137205 21.700505638589846 37.46 -0.0333276 0.1380628  {'room_id': 101, 'explored_rooms': 153, 'raw_score': 340.57509198137205} 
14848 22 22 340.57509198137205 21.700505638589846 37.72 -0.0062942 0.1729515  {'room_id': 183, 'explored_rooms': 153, 'raw_score': 340.57509198137205} 
14976 22 22 340.57509198137205 21.700505638589846 37.29 -0.0078519 0.155262  {'room_id': 183, 'explored_rooms': 153, 'raw_score': 340.57509198137205} 
15104 22 22 340.57509198137205 21.700505638589846 37.15 -0.0337918 0.1585904  {'room_id': 183, 'explored_rooms': 153, 'raw_score': 340.57509198137205} 
15232 22 22 340.57509198137205 21.700505638589846 37.4 -0.0381302 0.1504216  {'room_id': 181, 'explored_rooms': 153, 'raw_score': 340.57509198137205} 
15360 23 23 364.01758278323484 22.930455074730865 39.04 -0.0455149 0.14629  {'room_id': 71, 'explored_rooms': 153, 'raw_score': 364.01758278323484} 
15488 23 23 364.01758278323484 22.930455074730865 39.3 -0.0113211 0.1550235  {'room_id': 116, 'explored_rooms': 153, 'raw_score': 364.01758278323484} 
15616 23 23 364.01758278323484 22.930455074730865 38.84 -0.0306382 0.1554603  {'room_id': 166, 'explored_rooms': 153, 'raw_score': 364.01758278323484} 
